epoch;train_loss;valid_loss;mae;time
49;4.505054;8.234061;8.234061;01:40
50;4.225726;8.822468;8.822468;01:40
51;4.950553;7.926768;7.926768;01:40
52;4.543652;8.441634;8.441634;01:39
53;4.686817;8.301108;8.301108;01:39
54;4.279271;7.921391;7.921391;01:40
55;4.131940;8.560909;8.560909;01:39
56;4.215650;8.274642;8.274642;01:40
57;3.925647;7.693294;7.693294;01:40
58;4.265018;8.352408;8.352408;01:41
59;4.600175;7.895551;7.895551;01:40
60;4.630815;8.887512;8.887512;01:40
61;4.082088;8.781486;8.781486;01:40
62;4.260869;8.173460;8.173460;01:41
63;4.256584;8.001246;8.001246;01:40
64;4.343349;8.588091;8.588091;01:39
65;4.453683;8.561201;8.561201;01:40
66;4.756468;8.238384;8.238384;01:40
67;4.279113;7.984455;7.984455;01:40
68;4.322714;7.846179;7.846179;01:40
69;4.065594;7.876852;7.876852;01:40
70;4.445691;7.976475;7.976475;01:40
71;3.936490;7.822551;7.822551;01:40
72;4.330865;7.832810;7.832810;01:39
73;4.603955;8.164044;8.164044;01:40
74;3.981877;8.189789;8.189789;01:40
75;4.044494;7.827067;7.827067;01:39
76;4.077229;8.227880;8.227880;01:40
77;4.208605;8.373475;8.373475;01:40
78;3.808301;8.198923;8.198923;01:40
79;4.125666;7.850874;7.850874;01:40
80;4.303925;7.898702;7.898702;01:40
81;3.961445;7.830495;7.830495;01:40
82;3.909903;8.287883;8.287883;01:39
83;3.680749;8.218957;8.218957;01:40
84;3.819818;7.707505;7.707505;01:40
85;4.100830;8.354731;8.354731;01:40
86;3.979978;8.163724;8.163724;01:39
87;3.958659;8.351254;8.351254;01:40
88;3.492832;7.714037;7.714037;01:39
89;3.803071;7.428528;7.428528;01:41
90;4.010131;7.296001;7.296001;01:40
91;3.672623;8.031187;8.031187;01:40
92;4.158772;7.788770;7.788770;01:40
93;3.485564;7.444422;7.444422;01:40
94;3.545020;7.826083;7.826083;01:40
95;3.537334;7.970481;7.970481;01:40
96;3.518313;7.908032;7.908032;01:40
97;3.709074;8.761180;8.761180;01:40
98;3.616382;7.450973;7.450973;01:40
99;3.499735;7.951760;7.951760;01:40
100;3.341367;8.381267;8.381267;01:40
101;3.404747;7.451079;7.451079;01:40
102;3.483701;7.724876;7.724876;01:43
103;3.457313;7.351994;7.351994;01:40
104;3.298949;7.731090;7.731090;01:40
105;3.153316;7.403136;7.403136;01:40
106;3.493012;7.665558;7.665558;01:39
107;3.240631;7.925910;7.925910;01:40
108;3.594389;7.760755;7.760755;01:40
109;3.154518;7.585602;7.585602;01:40
110;3.184346;7.753709;7.753709;01:41
111;3.054571;7.943078;7.943078;01:40
112;3.356596;7.415532;7.415532;01:40
113;3.349760;8.039657;8.039657;01:40
114;2.862658;7.380348;7.380348;01:40
115;3.244172;6.916390;6.916390;01:41
116;2.967815;7.609528;7.609528;01:40
117;3.067064;7.083492;7.083492;01:41
118;2.961887;7.443820;7.443820;01:40
119;2.652289;7.546365;7.546365;01:41
120;2.969999;7.627324;7.627324;01:40
121;3.019134;7.458524;7.458524;01:40
122;2.795704;7.625396;7.625396;01:41
123;2.964360;7.575393;7.575393;01:40
124;2.866426;7.080469;7.080469;01:40
125;2.835920;7.873537;7.873537;01:40
126;2.917986;7.231727;7.231727;01:40
127;2.832419;7.493785;7.493785;01:40
128;2.951718;7.382597;7.382597;01:40
129;2.827503;7.351681;7.351681;01:40
130;2.794413;7.291285;7.291285;01:40
131;2.749238;7.076120;7.076120;01:41
132;2.954898;7.224606;7.224606;01:40
133;2.646104;7.294374;7.294374;01:40
134;2.643843;7.473726;7.473726;01:40
135;2.694666;7.284282;7.284282;01:40
136;2.674668;7.323104;7.323104;01:40
137;2.509279;7.547246;7.547246;01:41
138;2.572714;7.444331;7.444331;01:40
139;2.564523;7.339721;7.339721;01:40
140;2.648800;7.484818;7.484818;01:40
141;2.537762;7.206787;7.206787;01:40
142;2.456382;7.113150;7.113150;01:40
143;2.468831;7.330607;7.330607;01:40
144;2.587302;7.219293;7.219293;01:41
145;2.449109;7.266356;7.266356;01:41
146;2.685009;7.941571;7.941571;01:40
147;2.745448;7.100417;7.100417;01:39
148;2.414618;7.580706;7.580706;01:40
149;2.590701;7.361554;7.361554;01:40
150;2.401858;7.382679;7.382679;01:41
151;2.227301;7.226987;7.226987;01:40
152;2.324712;7.213416;7.213416;01:40
153;2.265359;7.051427;7.051427;01:40
154;2.372505;7.369141;7.369141;01:40
155;2.479868;7.346809;7.346809;01:39
156;2.450718;7.640923;7.640923;01:40
157;2.468414;7.331191;7.331191;01:41
158;2.360000;7.135743;7.135743;01:39
159;2.435089;7.597488;7.597488;01:40
160;2.258998;6.960702;6.960702;01:40
161;2.181718;7.021270;7.021270;01:40
162;2.091123;7.190265;7.190265;01:41
163;2.405673;7.301964;7.301964;01:40
164;2.214589;7.266180;7.266180;01:40
165;2.344882;6.999334;6.999334;01:40
166;2.190243;7.438650;7.438650;01:40
167;2.255637;7.226474;7.226474;01:40
168;2.125127;7.395645;7.395645;01:41
169;2.094572;7.158868;7.158868;01:40
170;2.317762;7.003373;7.003373;01:41
171;2.195166;7.474720;7.474720;01:40
172;2.013940;7.302875;7.302875;01:40
173;2.191961;7.174736;7.174736;01:40
174;2.046101;7.083780;7.083780;01:41
175;2.111632;7.315660;7.315660;01:40
176;2.118594;7.335128;7.335128;01:40
177;2.196843;7.270432;7.270432;01:40
178;2.185071;7.179923;7.179923;01:40
179;2.019070;7.037603;7.037603;01:40
180;1.933539;7.254461;7.254461;01:40
181;1.841185;7.227895;7.227895;01:40
182;1.997440;7.210107;7.210107;01:40
183;1.920692;7.318894;7.318894;01:40
184;1.915394;7.332274;7.332274;01:40
185;1.919515;7.489287;7.489287;01:40
186;1.874417;7.192676;7.192676;01:40
187;1.989996;7.398519;7.398519;01:41
188;1.894140;7.248477;7.248477;01:40
189;1.924245;7.573714;7.573714;01:40
190;1.884628;7.033759;7.033759;01:40
191;1.825399;7.368069;7.368069;01:40
192;1.740273;7.164523;7.164523;01:40
193;1.913870;7.183256;7.183256;01:41
194;1.842159;7.126213;7.126213;01:40
195;1.829332;7.120569;7.120569;01:40
196;1.680730;7.024812;7.024812;01:40
197;1.944875;7.290417;7.290417;01:40
198;1.846275;7.100029;7.100029;01:40
199;1.869823;7.069971;7.069971;01:40
200;1.807947;6.927483;6.927483;01:40
201;1.754057;7.010305;7.010305;01:40
202;1.709280;7.120065;7.120065;01:41
203;1.803789;7.023976;7.023976;01:40
204;1.826566;7.211290;7.211290;01:40
205;1.630241;7.187570;7.187570;01:40
206;1.659563;7.264242;7.264242;01:40
207;1.603056;7.014865;7.014865;01:40
208;1.572470;7.094980;7.094980;01:40
209;1.595788;7.151896;7.151896;01:39
210;1.663672;7.058923;7.058923;01:40
211;1.657885;7.018263;7.018263;01:39
212;1.579314;7.176406;7.176406;01:40
213;1.587695;7.209322;7.209322;01:41
214;1.487272;7.269897;7.269897;01:40
215;1.626574;7.318330;7.318330;01:40
216;1.553406;7.140101;7.140101;01:40
217;1.560716;7.097291;7.097291;01:40
218;1.583287;7.170262;7.170262;01:40
219;1.551499;7.079150;7.079150;01:40
220;1.446158;6.977037;6.977037;01:39
221;1.427472;6.957288;6.957288;01:40
222;1.483025;7.037906;7.037906;01:40
223;1.545806;7.179150;7.179150;01:40
224;1.438652;7.226863;7.226863;01:40
225;1.373442;7.198116;7.198116;01:40
226;1.377072;7.116252;7.116252;01:40
227;1.270486;7.073431;7.073431;01:40
228;1.415059;7.329651;7.329651;01:40
229;1.371915;7.096206;7.096206;01:41
230;1.429247;7.131379;7.131379;01:40
231;1.289358;7.056428;7.056428;01:41
232;1.362700;7.036860;7.036860;01:40
233;1.425266;7.119608;7.119608;01:41
234;1.345842;7.031916;7.031916;01:39
235;1.284024;6.847828;6.847828;01:41
236;1.351243;7.014473;7.014473;01:40
237;1.321313;7.170339;7.170339;01:39
238;1.376062;7.145494;7.145494;01:41
239;1.326281;7.160315;7.160315;01:40
240;1.284982;7.064959;7.064959;01:40
241;1.413351;7.061057;7.061057;01:40
242;1.366141;7.152347;7.152347;01:40
243;1.354975;7.081644;7.081644;01:40
244;1.355238;7.114282;7.114282;01:40
245;1.274719;7.128850;7.128850;01:41
246;1.168192;6.997323;6.997323;01:40
247;1.183109;7.111605;7.111605;01:40
248;1.204683;7.001246;7.001246;01:40
249;1.182892;7.039926;7.039926;01:40
250;1.206636;7.098546;7.098546;01:39
251;1.289791;7.055729;7.055729;01:40
252;1.127267;7.076571;7.076571;01:40
253;1.126506;6.932454;6.932454;01:40
254;1.153469;7.155559;7.155559;01:40
255;1.208565;7.025612;7.025612;01:40
256;1.141199;7.055254;7.055254;01:40
257;1.195106;7.039503;7.039503;01:40
258;1.184157;7.040236;7.040236;01:40
259;1.028293;7.051663;7.051663;01:41
260;1.037783;7.164169;7.164169;01:39
261;1.118768;7.121520;7.121520;01:40
262;1.062701;7.114753;7.114753;01:40
263;1.048672;7.092235;7.092235;01:40
264;0.965122;6.972035;6.972035;01:40
265;1.014119;7.047051;7.047051;01:40
266;1.066013;7.017900;7.017900;01:40
267;1.067097;7.037506;7.037506;01:40
268;1.074596;6.970444;6.970444;01:40
269;1.028571;7.029140;7.029140;01:40
270;0.936692;6.970510;6.970510;01:40
271;0.959934;7.032792;7.032792;01:40
272;0.957735;7.053892;7.053892;01:40
273;0.986816;7.034510;7.034510;01:40
274;0.970105;7.011498;7.011498;01:40
275;0.907555;6.986926;6.986926;01:40
276;0.966178;6.918522;6.918522;01:40
277;0.887113;7.023826;7.023826;01:40
278;0.896941;7.052902;7.052902;01:40
279;0.836981;7.019010;7.019010;01:40
280;0.848461;7.055249;7.055249;01:40
281;0.863380;7.108960;7.108960;01:40
282;0.900240;7.058274;7.058274;01:41
283;0.823451;7.013781;7.013781;01:40
284;0.854855;6.963364;6.963364;01:40
285;0.757263;7.010676;7.010676;01:40
286;0.844426;7.032320;7.032320;01:40
287;0.834346;7.017536;7.017536;01:40
288;0.789265;7.013143;7.013143;01:40
289;0.745693;6.975139;6.975139;01:41
290;0.805681;7.051084;7.051084;01:41
291;0.770607;7.064780;7.064780;01:42
292;0.797717;7.008108;7.008108;01:40
293;0.900166;7.060393;7.060393;01:40
294;0.738566;7.063865;7.063865;01:40
295;0.700760;7.090688;7.090688;01:41
296;0.778358;7.011181;7.011181;01:40
297;0.672427;7.002764;7.002764;01:39
298;0.777815;7.029322;7.029322;01:40
299;0.691357;6.957988;6.957988;01:40
300;0.719159;7.012136;7.012136;01:40
301;0.722957;7.051188;7.051188;01:40
302;0.763228;7.017103;7.017103;01:40
303;0.712273;7.009796;7.009796;01:40
304;0.669079;6.939606;6.939606;01:40
305;0.618530;6.975204;6.975204;01:40
306;0.630283;7.014043;7.014043;01:40
307;0.702802;6.968274;6.968274;01:41
308;0.667906;7.001467;7.001467;01:39
309;0.626838;7.053552;7.053552;01:39
310;0.630934;6.983587;6.983587;01:40
311;0.602518;7.008625;7.008625;01:41
312;0.641114;6.986475;6.986475;01:41
313;0.629546;7.041139;7.041139;01:40
314;0.622662;7.021379;7.021379;01:41
315;0.582373;7.045352;7.045352;01:40
316;0.593319;6.995941;6.995941;01:39
317;0.638875;6.984437;6.984437;01:40
318;0.580341;6.967559;6.967559;01:40
319;0.587522;6.976675;6.976675;01:40
320;0.531925;7.027772;7.027772;01:40
321;0.546281;6.969501;6.969501;01:40
322;0.487043;6.965515;6.965515;01:39
323;0.501462;7.033786;7.033786;01:40
324;0.521960;7.005430;7.005430;01:40
325;0.506892;6.985432;6.985432;01:40
326;0.487195;6.996271;6.996271;01:41
327;0.523377;6.991119;6.991119;01:41
328;0.513400;7.038531;7.038531;01:40
329;0.444047;7.016179;7.016179;01:41
330;0.483126;7.008986;7.008986;01:41
331;0.453920;6.999432;6.999432;01:40
332;0.438187;7.008152;7.008152;01:40
333;0.503014;6.987627;6.987627;01:40
334;0.463031;7.001534;7.001534;01:40
335;0.481472;6.971444;6.971444;01:40
336;0.457460;6.986338;6.986338;01:41
337;0.436714;7.003886;7.003886;01:41
338;0.428212;6.990051;6.990051;01:40
339;0.452440;7.000374;7.000374;01:40
340;0.422741;7.012886;7.012886;01:40
341;0.412232;6.981217;6.981217;01:39
342;0.440893;7.003039;7.003039;01:40
343;0.418853;6.996439;6.996439;01:41
344;0.387657;7.025299;7.025299;01:41
345;0.429940;7.021623;7.021623;01:40
346;0.388460;6.998471;6.998471;01:40
347;0.340597;7.027871;7.027871;01:40
348;0.392293;7.014260;7.014260;01:40
349;0.415265;6.989013;6.989013;01:40
350;0.390771;6.993325;6.993325;01:39
351;0.335212;7.004218;7.004218;01:41
352;0.361736;7.005416;7.005416;01:41
353;0.349427;7.002475;7.002475;01:40
354;0.357861;6.982309;6.982309;01:41
355;0.385875;7.003847;7.003847;01:40
356;0.329178;6.976202;6.976202;01:40
357;0.394899;6.996141;6.996141;01:40
358;0.365984;7.003150;7.003150;01:40
359;0.327415;6.977205;6.977205;01:40
360;0.334180;6.976946;6.976946;01:41
361;0.331796;6.981248;6.981248;01:40
362;0.310222;6.983596;6.983596;01:40
363;0.348622;6.990320;6.990320;01:40
364;0.303611;6.995504;6.995504;01:40
365;0.340230;6.981968;6.981968;01:41
366;0.280088;6.986453;6.986453;01:41
367;0.333915;6.992905;6.992905;01:40
368;0.314961;7.003152;7.003152;01:40
369;0.306862;6.995691;6.995691;01:40
370;0.307763;6.998456;6.998456;01:41
371;0.277758;6.992681;6.992681;01:40
372;0.278238;6.996148;6.996148;01:40
373;0.269579;6.986194;6.986194;01:40
374;0.304225;6.990660;6.990660;01:40
375;0.273547;6.987374;6.987374;01:40
376;0.302279;6.988986;6.988986;01:40
377;0.285503;6.990666;6.990666;01:41
378;0.285533;6.992809;6.992809;01:40
379;0.265033;6.993876;6.993876;01:41
380;0.294248;6.992327;6.992327;01:41
381;0.254934;6.994347;6.994347;01:40
382;0.263634;6.994117;6.994117;01:39
383;0.234167;6.992102;6.992102;01:40
384;0.251095;6.994933;6.994933;01:40
385;0.273355;6.996896;6.996896;01:39
386;0.242523;6.993311;6.993311;01:41
387;0.243709;6.991810;6.991810;01:40
388;0.257605;6.993097;6.993097;01:40
389;0.255007;6.993211;6.993211;01:40
390;0.234480;6.991940;6.991940;01:40
391;0.254553;6.991580;6.991580;01:40
392;0.253565;6.991888;6.991888;01:40
393;0.257186;6.992550;6.992550;01:40
394;0.286594;6.992421;6.992421;01:41
395;0.304270;6.992355;6.992355;01:40
396;0.270928;6.992394;6.992394;01:41
397;0.266939;6.992472;6.992472;01:40
398;0.209524;6.992547;6.992547;01:40
399;0.266424;6.992556;6.992556;01:40
